"review_id","place_id","restaurant_name","rating","text","author_name","author_id","author_uri","author_photo_uri","author_is_local_guide","author_review_count","author_photo_count","relative_date","spent_amount","sort_source"
"Ci9DQUlRQUNvZENodHljRjlvT21oQ2FsQm5NMGRXYW1ReWNrWnRXbXBqZEhSUU4yYxAB","0x30fdaa7f0fc0511d:0x56d886a9b3ae02e2","dentist : Dazzling Smile Dental Clinic",5,"The best dentist ever! I've got an implant there and the ladies working there are so friendly and professional. Even after the sedation was gone I had no pain, pressure, or itching at all. Thanks a lot 🙏🏽 …","Chris","109708589058699068841","https://www.google.com/maps/contrib/109708589058699068841/reviews?hl=en","https://lh3.googleusercontent.com/a-/ALV-UjWPgzhYG8tY40JMIc3qlcf3PZkNUKH_SA9VBOD2j6LRawZJjkit=w36-h36-p-rp-mo-ba12-br100",1,40,4,"2 months ago","","relevant"
"Ci9DQUlRQUNvZENodHljRjlvT2xGbFZGVjNWM1ZtUVY5S1VtZ3lkWFJzY1ZaYVIwRRAB","0x30fdaa7f0fc0511d:0x56d886a9b3ae02e2","dentist : Dazzling Smile Dental Clinic",5,"Had a difficult broken tooth, and the doctor has repair this very professional. Very friendly doctor and staff. Will recommend this dentist 100%
Have made new appointment for cleaning my teeth next week","marc de rauw","117368338201809919925","https://www.google.com/maps/contrib/117368338201809919925/reviews?hl=en","https://lh3.googleusercontent.com/a/ACg8ocLnmW-LnAtzyz6HnpJ4xWoriDjMw8SavoUbaRsMr4Mo9kylXg=w36-h36-p-rp-mo-br100",0,2,0,"3 months ago","","relevant"
"ChdDSUhNMG9nS0VJQ0FnSUNocU1TM3V3RRAB","0x30fdaa7f0fc0511d:0x56d886a9b3ae02e2","dentist : Dazzling Smile Dental Clinic",5,"Very impressed  with the whole experience of getting new porcelain veneers. Clinic was neat and clean and was serviced by a dedicated cleaner. Communication was excellent. Staff were very friendly and professional. I would highly recommend this dentist for any seeking professional treatments at a competitive price. I’ll definitely go back if I want more veneers in the future. Thanks Dr.Saichol and your team.","Mark Tonders","104532250032429643520","https://www.google.com/maps/contrib/104532250032429643520/reviews?hl=en","https://lh3.googleusercontent.com/a-/ALV-UjUD0YMj3_BAbVHAoPjApUXdEAfVKrCgAvetPaKP1yS4HWhZQCEoaA=w36-h36-p-rp-mo-ba12-br100",1,133,559,"Edited 2 years ago","","relevant"
"Ci9DQUlRQUNvZENodHljRjlvT2xsamVsQm5jMEZCZWtWRVZHZFBWWFJvZEZWalJtYxAB","0x30fdaa7f0fc0511d:0x56d886a9b3ae02e2","dentist : Dazzling Smile Dental Clinic",5,"Very good very professional I left with my filling done better than England dentists painless procedure phone I'd recommend to any one very cheap also quarter price of England","Jake Billingham","105473096949193616051","https://www.google.com/maps/contrib/105473096949193616051/reviews?hl=en","https://lh3.googleusercontent.com/a/ACg8ocKy-mVJzYrtFoDZxIjaTHf1FwDy_aoC8KqmZI9XEM4UT9KH5Q=w36-h36-p-rp-mo-br100",0,6,1,"3 months ago","","relevant"
"Ci9DQUlRQUNvZENodHljRjlvT2t4T1IwWmFOM1JMVTJocFFXWnFjSFppZVhGcGQzYxAB","0x30fdaa7f0fc0511d:0x56d886a9b3ae02e2","dentist : Dazzling Smile Dental Clinic",5,"A truly unique experience, so careful and yet so friendly. Thank you so much for the quick service of my fillings. We will definitely be back.","Fritz HAtzl","116072601684042251539","https://www.google.com/maps/contrib/116072601684042251539/reviews?hl=en","https://lh3.googleusercontent.com/a/ACg8ocJ1Oxk1f_1HcagnP04zbgB5z44pp3IyqzFrNMW6EK50AQpm4Q=w36-h36-p-rp-mo-br100",0,2,1,"3 months ago","","relevant"
"Ci9DQUlRQUNvZENodHljRjlvT2w5VGJUUndjV1oyVkhsRVJqRTBhRTlhZW01U1duYxAB","0x30fdaa7f0fc0511d:0x56d886a9b3ae02e2","dentist : Dazzling Smile Dental Clinic",5,"The dentist was very kind and gentle. They explained everything clearly and made me feel comfortable. My teeth look and feel great. Highly recommend!","Teya Rivett","101762041142779439767","https://www.google.com/maps/contrib/101762041142779439767/reviews?hl=en","https://lh3.googleusercontent.com/a-/ALV-UjX7BxrG80RnWL3d_OUB2uvOQafX7annxm5Uwjiacu-aIJvJn6sF=w36-h36-p-rp-mo-br100",0,2,0,"10 months ago","","relevant"
"Ci9DQUlRQUNvZENodHljRjlvT2pnelRpMDBjM0UzUlZWVGJVeGFURTV0UTBkNlIxRRAB","0x30fdaa7f0fc0511d:0x56d886a9b3ae02e2","dentist : Dazzling Smile Dental Clinic",5,"Very good dentist, kind and friendly staff. Can recommend","Mikkel Drost","113301907033153876538","https://www.google.com/maps/contrib/113301907033153876538/reviews?hl=en","https://lh3.googleusercontent.com/a-/ALV-UjUAQoQP2XfpaYS0ZeNPQo3PlkyR-1bnW-73JYSOEe6Frd2LikwipQ=w36-h36-p-rp-mo-ba12-br100",1,19,188,"2 months ago","","relevant"
"Ci9DQUlRQUNvZENodHljRjlvT25oTmQyRTFhelZ6TFZGUVJYUnVia0p5UkVsTmJtYxAB","0x30fdaa7f0fc0511d:0x56d886a9b3ae02e2","dentist : Dazzling Smile Dental Clinic",5,"Dazzling Smile have been my dentist for several years and I'll definitely continue using them.  The team are extremely professional and take excellent care of their customers.  They also speak English well.","Rupert Mitchell","116491069054006440817","https://www.google.com/maps/contrib/116491069054006440817/reviews?hl=en","https://lh3.googleusercontent.com/a/ACg8ocJsQTl8v50hYoaumrr7no9pZZ7G9HTtBsYzKkjU913Y_BtpYA=w36-h36-p-rp-mo-br100",0,8,0,"11 months ago","","relevant"
"ChZDSUhNMG9nS0VJQ0FnSUNmbEsyUGVREAE","0x30fdaa7f0fc0511d:0x56d886a9b3ae02e2","dentist : Dazzling Smile Dental Clinic",5,"From my experience, I can say that Dr. Saichol’s a gentle, friendly, professional and highly experienced dentist. Upon examination, she patiently told me my options, so I could make an educated decision for my tooth case. I’m so happy to have found this clinic. I just wish it was closer to Bangkok.","Intan Wadnal","100706617692792314371","https://www.google.com/maps/contrib/100706617692792314371/reviews?hl=en","https://lh3.googleusercontent.com/a-/ALV-UjWcxvOTp_IW_0Wv-cCVqffVk5AfRIS5oDinNtfgyJTjIKAA6_Er=w36-h36-p-rp-mo-ba12-br100",1,156,55,"a year ago","","relevant"
"ChZDSUhNMG9nS0VJQ0FnSUR6OTh6MWNnEAE","0x30fdaa7f0fc0511d:0x56d886a9b3ae02e2","dentist : Dazzling Smile Dental Clinic",5,"The staff and doctors are awesome. Customer service is top notch.  I had them do an during on a molar during the process I happened to break one of my front teeth eating tough French bread. So they did another implant just as they finished that my other front crown broke.  So they ended up doing 3 implants.
I had a temporary flipper tooth that I damaged 4 days before my daughter was to arrive in Thailand. Of course I was in a panic thinking about family photos. They got me in right of way  and ended up with great photos and a wonderful time. Can't thank them all enough for all the help and great work.","Frank Marshall","107786728903023238839","https://www.google.com/maps/contrib/107786728903023238839/reviews?hl=en","https://lh3.googleusercontent.com/a-/ALV-UjV4FE71SPx7aXQ_3LNp6VoT90OHa-g7ay1-klgdf_lYtKJecSX3=w36-h36-p-rp-mo-br100",0,3,0,"2 years ago","","relevant"
"ChdDSUhNMG9nS0VJQ0FnSUNyeTgyR2dBRRAB","0x30fdaa7f0fc0511d:0x56d886a9b3ae02e2","dentist : Dazzling Smile Dental Clinic",5,"Bua at the front desk is always friendly and accommodating as with the rest of their staff. I have been coming here from Australia for many years and find the standard of work exceptional. I’ve had numerous implants over the years and will keep incorporating holidays with the dentist. Dr Saichol clearly stands alone in her field and I can’t recommend her highly enough.","Garry Vernon","106621512990745556607","https://www.google.com/maps/contrib/106621512990745556607/reviews?hl=en","https://lh3.googleusercontent.com/a/ACg8ocKcS0LMAnGQGDtmevUCfFC6x7-y--Te-O6iTf3X0sGyYjximA=w36-h36-p-rp-mo-br100",0,3,0,"a year ago","","relevant"
"ChZDSUhNMG9nS0VJQ0FnSUMtdmZqU1pnEAE","0x30fdaa7f0fc0511d:0x56d886a9b3ae02e2","dentist : Dazzling Smile Dental Clinic",5,"Dr Saichoi and her staff have given a great service to myself and friends for over 10 years. Very relaxed and professional treatment helps remove the common reluctance most of us have of visiting a dentist! Very modern and clean facility that welcomes both Thai and Foreign patients with excellent English speaking staff to assist at every stage.","Eric Taylor","115809346746060580822","https://www.google.com/maps/contrib/115809346746060580822/reviews?hl=en","https://lh3.googleusercontent.com/a/ACg8ocJGEM3LdhduoGtrm5hQJEkRtsk4Tx_32JZcWjVB7EcIVHGChA=w36-h36-p-rp-mo-br100",0,3,3,"3 years ago","","relevant"
"Ci9DQUlRQUNvZENodHljRjlvT2sxTVVFdE9MV3RIVEhodWRpMUVZMnB4YzJrelJGRRAB","0x30fdaa7f0fc0511d:0x56d886a9b3ae02e2","dentist : Dazzling Smile Dental Clinic",5,"I went in for a clean and polish and the dentist was wonderful, with the topical spray I did not feel a thing! Thank you 🙏 …","Richard Coxon","117281194833811739617","https://www.google.com/maps/contrib/117281194833811739617/reviews?hl=en","https://lh3.googleusercontent.com/a/ACg8ocKjuw2n4Kqh0iapkH957uKarHF7bHc0HmtuCb3PopLzRKJC1Qs=w36-h36-p-rp-mo-ba12-br100",1,120,116,"7 months ago","","relevant"
