"review_id","place_id","restaurant_name","rating","text","author_name","author_id","author_uri","author_photo_uri","author_is_local_guide","author_review_count","author_photo_count","relative_date","spent_amount","sort_source"
"Ci9DQUlRQUNvZENodHljRjlvT25sNFowUlBWRGRuYW13eloydEtRM3AwZVd0amNWRRAB","0x30da36aad7a622d7:0x3849caac75267672","โรงพยาบาลสัตว์แฮปปี้",5,"Very kind staff and amazing care for the animals!","Chai Lai Orchid","105218932280893204743","https://www.google.com/maps/contrib/105218932280893204743/reviews?hl=en","https://lh3.googleusercontent.com/a-/ALV-UjWquP24Wrmr5GnjHyX_q1f1PcKPez5zmV8XNUHKqu8PUpKkC3A4cQ=w36-h36-p-rp-mo-ba12-br100",1,23,87,"a year ago","","relevant"
"ChZDSUhNMG9nS0VJQ0FnSUNzdC1uZGVnEAE","0x30da36aad7a622d7:0x3849caac75267672","โรงพยาบาลสัตว์แฮปปี้",4,"Lovely animals hospital take very good care for your pets","TheKwan0000","103309891299190163277","https://www.google.com/maps/contrib/103309891299190163277/reviews?hl=en","https://lh3.googleusercontent.com/a-/ALV-UjVQV5p-SN0zgOfby9y41-cmPkgjI-_p_KLHB01NFoydGzCR8kye=w36-h36-p-rp-mo-ba12-br100",1,56,129,"6 years ago","","relevant"
"ChdDSUhNMG9nS0VJQ0FnSUN4c29iNDRBRRAB","0x30da36aad7a622d7:0x3849caac75267672","โรงพยาบาลสัตว์แฮปปี้",5,"Good vet 👍👍 reasonable price …","Pornsarin Prateepchinda","101072654845457842351","https://www.google.com/maps/contrib/101072654845457842351/reviews?hl=en","https://lh3.googleusercontent.com/a/ACg8ocLLiGa-yjVzCKc8OW6tlSPZy2wZZZ3XAT-3Pkasg5Q_Mw8JPQ=w36-h36-p-rp-mo-ba12-br100",1,15,14,"3 years ago","","relevant"
"ChdDSUhNMG9nS0VJQ0FnSURlN19lYndBRRAB","0x30da36aad7a622d7:0x3849caac75267672","โรงพยาบาลสัตว์แฮปปี้",4,"Best veterinarians around and very caring","sri annatta","108475090165275350024","https://www.google.com/maps/contrib/108475090165275350024/reviews?hl=en","https://lh3.googleusercontent.com/a-/ALV-UjWHNRIUmS-AeMGKOBUcB4-Wqi6EfAO03wuqhUCBh-RoEqLZ57hA=w36-h36-p-rp-mo-ba12-br100",1,69,7,"3 years ago","","relevant"
"Ci9DQUlRQUNvZENodHljRjlvT21oc2RGaHRaa2htTUhGb05ITk9SM0pvVkMxVFVGRRAB","0x30da36aad7a622d7:0x3849caac75267672","โรงพยาบาลสัตว์แฮปปี้",5,"Good service, the doctor follows up after treatment.","จุฬีลักษณ์ จงอัจฉริยกุล","113067482701868677361","https://www.google.com/maps/contrib/113067482701868677361/reviews?hl=en","https://lh3.googleusercontent.com/a-/ALV-UjVMye2PoJLusGt79AVAtm6IugE-H2sGiRMQV3KxT6zlGo5gUstz=w36-h36-p-rp-mo-br100",0,2,1,"4 months ago","","relevant"
"Ci9DQUlRQUNvZENodHljRjlvT20xTk1tZE5TekI1VGtKeVRIWTJhRE5FVVV4bkxYYxAB","0x30da36aad7a622d7:0x3849caac75267672","โรงพยาบาลสัตว์แฮปปี้",1,"I've been here many times, but I strongly advise against it. Go somewhere else, because this will be my last visit. There are so many doctors, and they're rarely the same one. The treatment isn't very good, and it's a complete waste of time. The counter staff are rude, refuse cases, and even turn people down when they're already there, telling them to go back to their usual clinic. If you're looking for a backup hospital in case your regular clinic is unavailable, I highly don't recommend this place.

However, if you plan to continue using their services, I recommend memorizing your child's symptoms because the doctors are almost always different. Every time you go, they ask the same questions, even though they likely have the patient's history. It's a huge waste of time and money. I definitely don't recommend it.","Withcats","102916971231174572571","https://www.google.com/maps/contrib/102916971231174572571/reviews?hl=en","https://lh3.googleusercontent.com/a-/ALV-UjXTq-qq1fwepOrMDRvFs9CEbHlqPdMsgEx3OqwV4IeqGVm9CvA=w36-h36-p-rp-mo-br100",0,1,0,"4 months ago","","relevant"
"ChZDSUhNMG9nS0VJQ0FnSURqaWNLd1dREAE","0x30da36aad7a622d7:0x3849caac75267672","โรงพยาบาลสัตว์แฮปปี้",5,"The doctor is kind, and the assistants are very kind and gentle with the children. The costs are also reasonable, not expensive at all. If you're on a tight budget, you can consult with the doctor first. This place is great! I love it here. Taro recovered quickly because we brought him for treatment here. ❤️❤️","mild mee","107781520870158596236","https://www.google.com/maps/contrib/107781520870158596236/reviews?hl=en","https://lh3.googleusercontent.com/a-/ALV-UjU1fI9oLo1qekWgAUGJq0U0FWdvil7U1tR9k_UY_nx0n_m83qOO=w36-h36-p-rp-mo-br100",0,2,1,"2 years ago","","relevant"
"Ci9DQUlRQUNvZENodHljRjlvT2xWRVFrOXVlRlJEVUVKbFVWOWpVVUZXTldWZldXYxAB","0x30da36aad7a622d7:0x3849caac75267672","โรงพยาบาลสัตว์แฮปปี้",1,"It's cheaper than other places. If you only need it for vaccinations, I recommend it. But if you need treatment, one visit is enough. We took our cat there for a full month to treat a wound and spent a lot of money. The wound was quite deep and located in a joint crease, so it heals slower than other areas, which I understand. But what I found most unacceptable was that there were multiple vets. Each time we took the cat for wound cleaning, they changed vets, and each vets bandaged the wound differently. Some bandaged tightly, others very loosely; there was absolutely no standardization. Each time we went, the vets didn't explain anything; we had to ask questions constantly. Especially the tall female vet with glasses, she was incredibly arrogant, giving only curt answers. Most recently, she bandaged the wound so tightly that our cat's paw swelled excessively. We took the cat back to the clinic and had to pay again... That's it. We've gone to other places that are more expensive but provide better care, attention, and proper bandaging.","Pattamaporn Silsangworakun","114231271931900653890","https://www.google.com/maps/contrib/114231271931900653890/reviews?hl=en","https://lh3.googleusercontent.com/a-/ALV-UjXrHvJVPqEOzbA-ET7YxyBZyLw8-B-fZvH1kDpdj-WBTPir9IwjSg=w36-h36-p-rp-mo-ba12-br100",1,21,22,"a year ago","It's cheaper than other places. If you only need it for vaccinations, I recommend it. But if you need treatment, one visit is enough. We took our cat there for a full month to treat a wound and spent a lot of money. The wound was quite deep and located in a joint crease, so it heals slower than other areas, which I understand. But what I found most unacceptable was that there were multiple vets. Each time we took the cat for wound cleaning, they changed vets, and each vets bandaged the wound differently. Some bandaged tightly, others very loosely; there was absolutely no standardization. Each time we went, the vets didn't explain anything; we had to ask questions constantly. Especially the tall female vet with glasses, she was incredibly arrogant, giving only curt answers. Most recently, she bandaged the wound so tightly that our cat's paw swelled excessively. We took the cat back to the clinic and had to pay again... That's it. We've gone to other places that are more expensive but provide better care, attention, and proper bandaging.","relevant"
"ChZDSUhNMG9nS0VJQ0FnSUQtcGR6UUpBEAE","0x30da36aad7a622d7:0x3849caac75267672","โรงพยาบาลสัตว์แฮปปี้",5,"The doctors here provide excellent advice at affordable prices. They offer great service to our pets. This animal hospital is truly excellent.","ธนาดุล กาวิละ","107722503320695509305","https://www.google.com/maps/contrib/107722503320695509305/reviews?hl=en","https://lh3.googleusercontent.com/a-/ALV-UjWzwZdynDfdL9ICYqvKYzyz52BwmZKKNWLXU05virgJdnJKJvyW=w36-h36-p-rp-mo-ba12-br100",1,156,1515,"3 years ago","","relevant"
"ChZDSUhNMG9nS0VQSFNoUG0wNl92UGJBEAE","0x30da36aad7a622d7:0x3849caac75267672","โรงพยาบาลสัตว์แฮปปี้",3,"Overall, the service was good, not overly persuasive like I've experienced at some places.
However, for sterilization, I recommend getting a thorough blood test before the ultrasound.
The ultrasound can be done later and the results are available immediately.
However, you have to wait for the blood test. If the ultrasound is not approved, it will ultimately be a waste of money.
The price of the ultrasound is quite high, so I recommend planning the steps carefully.","Cr Pt","115120269553641916044","https://www.google.com/maps/contrib/115120269553641916044/reviews?hl=en","https://lh3.googleusercontent.com/a-/ALV-UjX-mqOLEdaplbcfeQxXNnkJLAtoy7CWfu2GYf8AXC66gyaCVezbvA=w36-h36-p-rp-mo-ba12-br100",1,4,13,"a year ago","","relevant"
